Sales_Amount,Units_Sold,Discount,Customer_Rating
6889.444445230926,19,0.3022782436658366,4.633362142973526
4180.166305183319,17,0.0728937753974489,4.254681499763629
7204.817449844602,8,0.4069613095482464,1.9212322567819142
4138.100499365525,8,0.0969000953234947,4.804189732353628
6797.297046688195,3,0.2656456492294755,2.5520253830059345
2533.067308182611,12,0.2389204300573623,1.877450023244764
3706.028305993164,9,0.2611052338720157,2.346837814521085
4890.748159346329,1,0.27498601299502967,2.869107110298611
3981.171896191812,11,0.4641649408521026,2.835759229042541
4588.98552037227,9,0.40346840502976905,2.2690463688180067
4368.514748212931,13,0.46183990104025036,3.16776858290092
6049.0175020387,9,0.15925921498843942,1.9067702164080673
5390.086131016903,8,0.2508285290666447,1.6241442255351952
3659.135940622679,17,0.21990787356273617,2.78205867083624
6110.38114815355,19,0.002721179739498647,3.5305742089991017
6385.23465641445,3,0.21398502889249588,4.50027831706754
6896.431571326459,5,0.33961884405319676,4.785616264453747
6897.000776547979,12,0.3507100325936101,1.4670722197627133
4823.383278624284,2,0.2654173917506394,4.898325700557381
5733.184928872759,4,0.22289492264408606,2.6098886888882924
3772.3654594736413,2,0.17337920118774208,2.2811828640890446
6149.507784034273,19,0.13890393948154994,3.7163936004760214
1358.6958328620358,20,0.2662374701529194,4.930332781686664
4282.029749431528,10,0.30958018068463355,1.2500828499315144
3812.095198439605,5,0.469156009850602,2.522817410319599
8126.654317727777,16,0.20323381681759972,2.520514670206423
4553.893190917102,15,0.3437455107943027,3.918393675943653
4368.618610574468,2,0.321291730481037,3.9145904703477217
5234.7600626019375,20,0.39766361140448536,4.395894085440234
4456.41332465755,1,0.15160726426018534,3.2962396460120313
5812.618554220906,4,0.3194918421555925,2.197402572594299
3884.742145096901,15,0.3781810536578893,4.342821860692531
5433.191325371694,19,0.4167819051690868,1.2677336733303841
2181.557690834269,13,0.015105701210291755,4.301908107392128
4172.150669378104,1,0.19236196370690067,1.445366445942264
3485.2831065668147,15,0.3799573765057091,2.6739510884904814
4837.2878035507265,20,0.016383428820640922,1.3309667440524588
7076.362095541811,20,0.13050410287759245,3.5107793531545033
3641.9120815824767,20,0.09703624637977565,2.136524278963781
6175.819775740163,14,0.16806857929453545,4.04163438468284
7640.733732399348,14,0.20942291586070666,3.243616849787857
4294.475612276818,15,0.355557757824484,1.685901953649863
2428.712048548897,6,0.2616790272523105,3.238802947177792
5359.171697953488,18,0.3158801704090333,3.928533723516013
6160.203447836893,15,0.48848718245493056,2.2884877489786866
6256.682547324168,12,0.146675675786052,2.6037024286137904
3054.762980124705,10,0.17630605627161067,2.3921970590082533
5362.780173286143,1,0.3567003312439578,1.8263320537396641
5833.572066676187,9,0.32599071512420935,2.1896616765440324
8447.391216030062,15,0.33824472890062685,4.5918942768679605
4872.630630733079,9,0.06531663840034718,3.870439927916278
5882.51403389617,20,0.29715605928227806,3.6698822349102183
4520.034242233748,1,0.015387651401082059,4.750521154114461
6042.968117741246,11,0.10698046159728108,3.581621944457367
3433.663053897541,9,0.24650157778934384,1.823254199976815
6817.793233340928,2,0.11835289216218159,1.3919185314445035
5881.159972483675,8,0.2098922110226663,1.0573762437387133
3473.071168311657,6,0.4274100660966655,3.22091961044642
7008.860892086002,19,0.16465957350526123,1.9713550474343453
3084.884355260331,5,0.22410576403330978,2.0297910666462258
8198.843064546722,12,0.1439067014145865,1.9401071253270712
5223.373718634506,12,0.43871558423684087,4.762608431164585
4619.329101325507,3,0.3357083389867175,3.1544037141211976
4268.489102308382,3,0.13788176840040478,3.7297000753853355
4302.859006777071,20,0.19621424703664386,3.117556865807456
5074.827140797009,5,0.26406901695390933,2.399661685433994
5819.397184054518,4,0.4257667545927867,4.165891483715846
5757.030626249478,13,0.46564930494777185,1.4216955557093325
3229.604050607686,5,0.4198238499882372,1.374571984389601
3367.541731600474,10,0.4782187551386323,1.2291439955794705
6210.961402986404,11,0.07047134332837618,1.3407691439809137
4285.52592563241,1,0.15670074105113713,2.3698094693727603
5349.679013759393,2,0.17163436344411853,3.2037197139449103
5772.42547292517,3,0.005457216949434351,4.78549097783813
6869.112706445676,16,0.1460272868453094,2.8587053891343985
3285.6752982602075,15,0.009407024827981836,4.577761657901586
4704.294454177639,12,0.06076548377006713,1.43010379799578
4579.390481283741,6,0.18178291986654038,1.4102128637921445
4704.452489541255,8,0.2295339899151969,2.30877147045537
5312.881523917145,19,0.3069682239498015,4.226867132064159
6979.895096010743,17,0.2907067127733418,2.8923076244318944
6508.279838431029,6,0.04259330874782591,1.4855406257934698
4300.751192941229,12,0.25793896109181574,1.3306532768154176
4259.747380092757,13,0.4307480785318025,3.483418392909512
3854.3068090484385,18,0.14139932985920867,3.947645202370008
7172.290717495203,12,0.39232439398819113,2.4228806047074145
4999.063570764971,13,0.07157483736565717,2.328255898945606
6569.587352375209,17,0.27057167505193547,2.756870294270383
3722.6627361032197,18,0.017772241265354427,2.948119285198723
6122.034540893734,15,0.27759556323565954,4.5100531677994855
4751.035208468709,10,0.06133431051543048,3.5518964823855605
4332.262957591486,11,0.4737435448338888,2.591462941320877
